latitude,longitude,mag,magType
33.6364,76.2087,4.4,1
23.2178,121.5972,4.2,3
25.5048,126.5833,4.5,1
28.0952,104.6884,4.2,1
24.333,125.0816,4.4,1
23.9342,122.3549,4.0,1
37.91,101.1284,4.9,1
30.1682,87.368,4.1,1
18.2489,96.0331,4.9,1
23.2178,121.2918,5.9,2
23.4731,118.7209,4.5,1
20.345,122.2032,5.0,2
24.5807,122.5583,4.2,3
19.9884,94.1371,4.5,1
25.0774,123.7172,4.7,1
28.3913,104.8859,4.6,1
25.2803,128.5859,4.7,1
43.1001,81.5926,4.7,1
28.0843,105.2883,4.2,1
23.5753,121.6316,4.6,1
38.7797,73.2124,4.2,3
24.0501,121.7487,4.7,2
36.7229,77.0189,4.3,1
26.1318,129.4453,4.6,1
36.9638,96.8178,4.5,1
24.8147,122.9751,4.4,1
26.7233,129.5576,4.3,1
29.3542,130.8474,4.4,1
23.6469,121.5521,4.3,1
37.8597,93.6677,5.0,1
30.6182,130.9653,4.3,1
42.1746,104.5943,4.0,1
24.7214,128.0036,4.5,1
28.9294,130.5353,4.4,1
28.2935,93.7808,4.6,1
23.5935,126.4474,6.6,2
29.3387,77.3166,4.0,1
32.9696,86.7743,4.9,1
40.8574,73.3947,4.6,1
39.6858,82.6252,4.8,1
34.2169,80.6903,5.0,2
41.8151,79.2761,5.1,1
29.533,85.3709,4.2,1
24.2352,126.5269,4.5,1
30.3949,94.5447,4.1,1
26.2866,99.5437,4.2,1
18.9686,121.0744,4.3,1
19.4339,101.0659,4.0,1
26.786,126.4495,4.2,1
22.0009,120.247,4.3,1
28.1847,105.0933,4.6,1
32.8642,91.9414,4.2,1
20.8637,122.0344,4.2,1
24.919,125.4742,4.8,1
28.8051,105.2706,4.3,1
26.1401,128.6906,4.8,1
30.5872,131.0441,6.3,2
19.6805,101.1637,4.7,1
29.4841,81.5921,4.3,1
33.2201,85.308,4.2,1
24.9666,122.4798,4.2,1
22.6019,96.0753,4.5,1
40.952,77.9908,4.3,1
25.0212,99.3544,4.5,1
28.0575,128.2765,4.5,1
24.9642,122.634,4.3,1
24.5316,122.2732,4.6,1
31.8349,94.2256,4.4,1
39.5218,120.7104,4.4,1
17.7838,122.9031,4.8,1
35.103,74.1694,5.2,2
24.8127,93.0266,5.1,1
17.6939,120.9795,4.1,1
42.2472,84.4744,4.5,1
37.9905,73.5538,4.6,1
39.6837,73.9426,5.1,2
22.3603,99.8653,4.5,1
23.9075,93.1135,4.9,2
26.0563,128.4904,4.6,1
38.3834,73.7817,4.2,1
24.0304,121.7812,4.8,2
28.3661,127.4566,4.5,1
24.432,125.3601,4.0,1
25.1038,96.351,4.4,1
39.88,77.4711,4.5,1
26.7884,126.42,5.0,2
19.8492,121.5965,4.4,1
28.4675,104.9742,4.3,1
39.6441,73.9572,4.8,1
31.8883,131.9407,4.5,1
43.8425,86.6214,4.1,1
19.5613,101.3109,5.5,2
23.8356,127.0492,4.5,1
32.998,75.9509,4.6,1
27.4011,128.3574,4.6,1
19.5449,101.2571,4.6,1
23.9862,127.1114,4.9,1
29.3518,129.3413,4.6,1
24.9625,95.1088,4.5,1
27.3188,97.1847,4.3,1
27.7199,85.4181,3.6,1
24.9902,122.8374,4.4,1
38.2452,73.4775,4.3,1
23.1162,93.3092,5.1,2
26.2808,126.3628,4.4,1
44.2131,120.1714,4.4,1
26.3446,129.5732,4.6,1
24.8973,123.0124,4.3,1
25.2722,97.6027,4.3,1
25.1564,89.5344,4.0,1
26.6654,126.5468,4.7,1
29.7984,102.0643,4.4,1
24.3042,123.6462,4.7,1
28.3309,104.8851,4.4,1
23.4377,120.5041,2.7,4
37.7689,77.9175,4.5,1
28.2184,83.5923,4.3,1
18.0194,119.8202,4.5,1
22.1226,121.5681,4.6,1
32.8584,90.1185,4.4,1
29.2357,130.3939,4.3,1
33.5925,82.0102,4.5,1
31.2496,74.046,3.9,1
39.0444,76.0148,4.4,1
34.6218,98.4116,4.3,1
23.2339,121.3457,4.2,3
41.6724,82.6639,4.3,1
38.3064,73.6836,4.2,1
28.2253,105.1251,4.5,1
25.6498,127.035,4.8,1
30.7321,131.2099,4.3,1
30.4138,94.8662,4.6,1
24.3904,122.3892,5.1,1
21.5799,121.1268,4.9,1
51.0575,100.0361,4.5,1
23.2815,93.3716,4.6,1
23.4368,121.5333,4.4,1
34.5921,98.3313,5.0,2
31.6372,131.7001,5.1,2
24.901,123.2738,4.5,1
26.6092,129.5737,4.9,1
37.7503,78.0566,4.5,1
24.2778,125.2453,4.9,1
26.2383,129.5407,4.4,1
21.3707,98.5156,4.1,1
24.578,121.6247,5.0,2
21.3348,101.7691,4.6,1
24.0324,95.8305,4.6,1
27.7188,92.8302,5.5,2
26.3223,125.7443,4.3,1
26.7351,126.4219,4.5,1
26.0494,129.4598,4.5,1
34.2929,78.0838,4.6,1
25.2297,124.7191,4.4,1
20.9343,120.8637,4.9,1
25.6667,123.4858,5.1,2
32.7992,111.6572,4.7,1
26.7154,126.3968,4.1,1
33.5889,89.2206,4.1,1
22.8755,95.9272,4.6,1
31.206,130.2637,4.2,1
26.8448,126.5818,4.2,1
51.6059,100.1772,4.3,1
24.0484,121.7165,4.8,1
25.812,95.8922,4.2,1
41.9902,82.7292,4.5,1
17.7145,120.7151,4.7,1
47.6634,116.8401,4.3,1
21.2383,122.0219,4.4,1
27.1475,103.2802,4.4,1
31.703,93.4001,4.2,1
49.7949,86.9429,4.1,1
26.5939,129.5427,4.4,1
21.1319,99.8911,4.7,1
41.0309,83.3515,4.3,1
22.0432,120.24,5.0,2
24.9536,126.6832,4.3,1
24.1537,121.8778,4.7,1
30.5148,131.0045,4.8,1
19.7201,120.7035,4.3,1
23.4532,120.4089,4.2,4
23.0516,121.4387,4.7,1
36.8634,75.9657,4.4,1
23.2504,120.4264,4.4,1
28.1746,104.6485,4.3,1
24.832,121.9865,4.3,3
19.3971,119.7616,4.4,1
24.7695,127.9278,4.5,1
27.4998,128.6674,4.6,1
23.2283,123.3567,4.6,1
27.154,127.3978,5.0,1
20.7394,121.6097,4.4,1
39.9746,77.1281,4.5,1
38.0253,73.0827,4.3,1
28.7312,127.9342,4.4,1
24.9105,123.324,4.4,1
29.1721,130.766,4.3,1
21.5017,73.219,3.9,1
22.8125,93.4533,4.4,1
23.0871,93.8172,5.4,2
42.2973,80.4334,4.0,1
26.329,129.5878,5.5,2
24.3041,122.3589,4.5,3
29.6246,102.0856,5.3,2
24.8865,128.1519,4.3,1
24.9177,122.5463,4.6,1
29.2775,105.5104,4.5,1
23.8528,122.4717,4.7,1
25.6457,96.717,4.3,1
24.1212,121.0521,4.9,1
29.6746,102.1543,4.4,1
26.2803,91.3167,4.4,1
38.7251,73.4827,4.2,1
31.9498,129.1289,4.1,1
39.0994,74.7587,5.0,2
24.9559,122.4604,4.2,1
28.6585,129.2729,4.8,1
19.1147,121.0947,5.3,2
23.6492,121.4415,4.2,3
22.8485,121.2413,4.9,1
25.9155,128.5682,4.5,1
24.0004,121.7186,4.5,1
43.857,77.3618,4.6,1
22.1059,120.2357,5.0,1
26.6916,128.457,4.4,1
41.6817,82.4498,4.7,1
25.3571,128.3426,4.2,1
24.8987,122.4698,4.1,1
29.3533,128.1534,6.1,2
32.6292,85.4271,4.4,1
24.8163,123.2288,4.6,1
46.8132,93.0683,4.7,1
24.8674,122.5768,4.2,1
37.6329,75.9554,4.2,1
24.8746,122.7574,4.2,1
41.749,81.5708,4.5,1
26.368,96.6018,4.3,1
18.6751,120.9677,4.2,1
25.9445,126.7221,4.6,1
23.8929,122.559,4.5,3
19.0656,121.041,4.6,1
19.6198,122.2203,4.5,1
25.88,128.5499,4.8,2
41.8759,79.6046,4.4,1
26.5506,129.8862,4.9,2
39.3126,79.3194,4.4,1
23.3464,121.6155,5.0,1
33.1508,86.8235,5.1,2
23.6921,121.5397,4.8,2
24.7547,122.4952,4.0,1
26.6962,126.4189,5.0,1
24.8725,123.1948,4.8,1
26.8833,126.5409,4.2,1
25.7988,125.2304,5.1,1
23.1945,94.6164,4.5,1
18.9697,120.6891,4.2,1
38.2933,75.6547,4.2,1
17.8862,121.142,4.3,1
35.1357,97.6714,4.3,1
33.8735,90.5537,4.1,1
24.0311,122.3141,4.5,3
37.7163,101.4294,5.0,1
33.7922,82.0597,4.0,1
23.8765,122.4709,4.2,3
23.9577,122.612,4.2,1
24.9318,96.3511,4.1,1
25.9845,125.4232,4.9,1
33.2044,87.0217,4.1,1
22.5407,121.0683,4.6,3
31.1354,130.4184,4.5,1
36.6882,127.9929,3.5,4
26.3635,95.6051,4.3,1
38.3777,73.7001,4.4,1
25.7992,125.9552,4.2,1
25.0248,125.6729,4.7,1
28.028,87.7888,4.1,1
26.8825,126.4846,4.8,1
27.9573,128.0888,4.5,1
31.6076,73.0214,4.4,1
23.9113,122.6397,4.4,1
28.1296,104.6972,4.7,1
51.3055,100.4195,5.6,2
23.7023,94.4944,4.4,1
28.7463,87.3785,5.1,1
35.5509,91.3127,4.1,1
23.4504,121.501,5.2,2
18.5145,120.5332,4.3,1
29.497,104.5382,4.9,1
24.4963,121.8014,5.0,1
22.9621,94.6137,5.1,2
19.1134,121.2033,5.0,1
38.4102,73.732,4.5,1
21.4841,121.2623,4.4,1
23.9304,122.2867,5.5,2
32.8636,85.5107,4.6,1
24.696,122.6275,5.4,2
21.9608,121.788,4.4,1
34.5391,85.8363,4.6,1
24.4058,122.0654,5.2,2
29.1628,130.4848,4.8,1
25.7023,125.3128,4.4,1
20.0336,121.3053,4.0,1
40.3522,74.6457,4.1,1
24.6396,96.0213,4.6,1
23.3279,126.3314,5.0,1
23.9255,122.5497,4.3,1
26.0064,126.2623,4.1,1
30.3993,95.0824,4.1,1
25.7978,123.9564,5.1,2
23.802,125.477,4.0,1
40.1038,77.7562,4.5,1
39.8389,75.5,4.0,1
51.3232,100.3997,4.1,1
40.2409,77.6552,4.9,2
43.892,86.4558,5.0,1
24.1071,121.7522,4.8,2
24.5824,94.4421,4.9,1
23.9049,122.2454,4.5,1
32.9078,73.6905,3.6,1
23.0787,101.0628,4.4,1
32.722,130.8623,4.4,1
19.947,121.4076,4.6,1
22.1096,120.2154,4.6,1
28.1573,73.1834,4.0,1
23.0333,94.8184,4.7,1
23.3845,82.4802,4.6,1
35.9168,77.9188,4.4,1
21.6724,121.0639,5.3,2
24.9205,122.2347,4.2,1
40.4796,135.0626,4.0,1
24.979,123.9337,4.2,1
36.7374,105.4025,4.3,1
24.8753,122.4157,4.3,1
19.1771,121.0299,4.2,1
23.9515,94.7518,4.5,1
37.7805,101.3202,4.7,1
20.0744,95.9786,4.5,1
31.2125,130.3128,4.3,1
23.9423,121.6245,4.2,1
38.4472,73.477,4.5,1
24.0741,90.2941,3.7,1
26.707,129.5875,4.6,1
30.3574,94.7728,4.2,1
18.5189,92.7871,4.8,1
38.4773,99.133,4.9,2
25.0194,123.6029,4.2,1
51.3125,100.2729,4.5,1
26.5998,129.5599,5.0,2
39.5681,74.3479,4.9,1
27.9648,128.0506,4.7,1
30.1884,88.1002,4.5,1
24.7655,121.9286,4.4,1
39.8496,77.4275,5.0,2
23.9279,123.5858,4.6,1
23.9374,122.5711,4.1,1
35.5564,74.8743,4.4,1
34.4011,99.0711,4.2,1
42.8568,105.9312,4.4,1
24.8414,95.0837,4.4,1
17.5682,120.5783,4.5,1
24.8636,102.4703,4.4,1
30.3231,94.8038,4.8,1
35.7015,82.4897,4.3,1
40.6235,77.9427,4.3,1
31.0184,130.2541,4.0,1
26.7895,126.3838,4.9,2
28.2043,104.8966,4.5,1
26.6065,129.4696,5.0,2
45.1118,99.1214,4.6,1
22.7269,95.9362,4.3,1
19.5799,101.3424,4.3,1
22.3352,121.0907,4.9,1
28.2104,103.5613,4.7,1
39.6847,74.0598,4.4,1
38.3957,73.2767,4.0,1
33.0904,73.7855,3.6,1
23.661,96.0256,4.6,1
18.6394,96.782,4.6,1
19.3381,97.1038,4.4,1
25.8803,96.7988,4.2,1
37.8723,101.1333,4.2,1
23.3374,121.3727,4.2,1
19.8774,122.6193,4.7,1
40.3487,78.8845,4.1,1
21.6152,121.9104,4.3,1
30.4782,87.4178,4.3,1
43.6421,87.4253,5.0,1
51.4379,100.3097,5.0,1
22.278,95.016,4.3,1
24.5467,90.1767,4.0,1
53.1609,99.0977,5.3,2
23.1404,123.2557,4.7,1
21.1746,121.112,4.8,1
27.9931,128.1168,5.1,2
38.1589,74.1477,4.4,1
34.6345,98.8063,4.0,1
34.6021,99.0034,4.3,1
24.2599,120.7759,4.6,1
23.7516,94.5482,5.0,1
24.7641,123.2677,4.5,1
34.0837,74.7947,4.4,1
26.3711,90.1611,5.3,2
26.6637,129.6566,5.4,2
24.852,122.4961,4.3,1
26.881,126.4033,4.6,1
25.0378,122.1969,4.3,1
23.7975,121.678,4.8,1
26.4078,126.055,4.4,1
32.8856,76.7183,4.4,1
37.562,77.8226,4.5,1
40.5939,111.1056,4.6,1
24.3765,123.465,4.8,1
25.2066,95.4783,4.3,1
51.4024,100.4494,4.5,1
23.7844,121.6242,4.5,1
33.1468,86.8128,4.4,1
43.8144,84.2395,4.6,1
26.0465,100.0667,4.2,1
23.7144,121.6306,4.6,1
28.037,129.579,4.5,1
32.7282,132.0386,6.3,2
38.2844,74.0421,4.3,1
22.9136,121.2799,4.2,1
17.8718,120.8512,4.9,1
22.6628,120.3248,4.1,1
29.4848,81.705,4.4,1
34.0992,79.1272,4.7,1
26.7095,129.7013,5.0,1
24.8822,122.1097,4.5,1
24.7992,122.6359,4.4,1
34.787,97.3911,4.4,1
18.0687,120.4758,4.6,1
51.1976,100.3543,4.2,1
23.4205,121.5257,4.1,1
32.9652,98.9452,4.2,1
30.405,103.4208,4.2,1
26.2024,125.815,4.1,1
24.0646,94.6842,4.0,1
31.7318,93.4619,4.6,1
18.6462,120.7822,4.4,1
38.2013,72.9826,4.3,1
28.0941,130.0114,5.0,2
30.5449,87.3847,4.0,1
35.9093,77.9477,4.1,1
24.8308,123.2505,4.5,1
23.7229,124.9476,4.4,1
25.7274,100.0082,6.1,2
30.0278,79.9831,4.7,1
35.0337,101.8413,4.9,1
23.1002,94.8968,5.6,2
24.3588,122.9043,4.4,3
26.7534,126.4911,4.0,1
21.8358,93.4233,4.6,1
29.6191,102.1184,4.4,1
24.6026,121.995,4.4,1
25.3332,122.2205,4.1,1
24.0433,121.6614,4.5,1
24.0521,121.5759,4.5,1
17.7099,94.1714,4.3,1
32.5421,79.491,4.4,1
24.8917,122.5073,4.6,1
22.8549,121.1198,4.3,1
24.5108,121.8314,6.2,2
24.0123,122.4498,4.9,3
41.0178,78.0834,4.7,1
51.3062,100.1597,4.1,1
18.2751,96.0703,5.0,2
30.5852,131.1662,4.6,1
30.4144,94.7198,4.9,1
22.8532,93.4368,4.4,1
23.8467,121.5384,4.4,3
25.8226,128.4415,4.3,1
23.1636,93.3258,5.3,2
28.2785,84.3373,5.3,1
27.3345,96.3645,5.0,2
20.73,122.1407,5.1,2
30.6463,94.8878,4.2,1
27.2683,128.4927,5.0,2
51.4143,100.1476,4.5,1
29.556,80.9299,4.3,1
42.0714,80.8577,4.4,1
24.9895,127.1691,4.9,1
29.024,96.1153,4.2,1
34.7527,97.8683,4.0,1
38.2404,74.1049,4.2,1
39.809,77.5377,4.4,1
28.1302,104.7287,4.1,1
18.479,121.2436,4.5,1
18.069,121.8102,4.6,1
20.8183,122.004,5.1,2
23.0658,121.3525,4.6,3
26.1169,129.4193,4.9,1
34.8584,97.7378,4.2,1
35.5329,74.9167,4.1,1
23.5319,126.4732,4.1,1
26.6519,126.3717,4.7,1
42.8088,77.6959,4.1,1
24.7033,122.1011,4.4,1
26.9387,126.5147,4.2,1
22.2399,101.7118,4.7,1
24.0667,123.4953,4.1,1
50.3804,90.6346,5.5,2
40.0102,83.5491,4.2,1
22.0594,110.347,4.6,1
19.5364,121.7653,5.0,2
19.1529,121.1244,4.0,1
23.9354,122.5496,4.0,1
24.0023,121.7414,5.1,1
21.0975,99.9402,4.2,1
41.8793,82.306,4.5,1
23.4217,121.4947,4.2,1
25.2468,124.6278,4.8,2
20.7594,121.9193,5.4,2
34.5936,97.4227,5.4,1
26.8706,89.2113,4.2,1
26.4496,96.6002,4.7,1
20.7853,121.9887,4.3,1
32.3641,78.6637,4.5,1
23.2048,120.443,4.5,1
40.183,83.2782,4.9,1
43.5834,99.8761,4.8,1
31.2049,82.7913,4.1,1
19.1241,120.8495,4.3,1
31.7248,77.6864,3.2,1
28.4517,87.421,4.4,1
34.5353,98.8874,4.9,1
29.836,129.2567,4.4,1
26.1887,124.8142,4.1,1
30.3557,94.7747,5.0,1
27.2717,127.2938,4.5,1
24.1798,121.8219,4.7,1
23.7696,121.811,5.9,2
25.0326,95.0765,4.1,1
27.8484,127.7601,4.2,1
31.404,128.8393,5.9,2
42.4841,89.3078,4.5,1
22.317,120.2051,4.4,1
32.9807,73.6466,3.7,1
26.6373,126.6281,4.1,1
39.8478,77.6122,5.0,2
34.6655,97.7166,4.6,1
23.42,121.4901,5.9,1
29.4476,104.6944,4.2,1
23.3984,106.7964,4.5,1
35.6354,82.4634,4.1,1
29.7569,102.0783,4.9,1
34.2342,78.1243,4.9,2
23.8792,122.5515,4.2,1
27.1249,103.2638,4.2,1
23.4911,125.8829,4.1,1
42.2552,81.7932,4.2,1
26.229,129.4382,4.8,1
43.7975,87.2746,4.1,1
28.585,129.439,4.7,1
23.4377,121.4683,4.8,1
44.5081,83.268,4.3,1
21.5043,94.8626,4.0,1
23.1644,94.1126,4.5,1
24.7752,125.4156,4.6,1
28.8397,86.469,4.1,1
29.2428,129.903,4.6,1
38.488,97.2414,4.1,1
40.298,77.6263,4.6,1
20.3277,120.5192,4.8,1
22.405,121.1633,4.9,2
25.7331,125.6718,4.6,1
40.2014,103.1055,4.3,1
40.3281,77.3742,5.0,1
39.9998,82.3599,5.7,2
31.4278,98.7154,4.4,1
28.1902,104.9182,4.8,2
22.5388,121.4354,5.1,2
30.2551,131.0477,4.3,1
22.3908,95.4803,4.1,1
26.145,91.1372,4.3,1
33.1189,90.4421,4.5,1
19.9237,94.3299,4.1,1
20.3687,123.0492,4.9,1
32.3881,101.6354,4.6,1
26.8582,126.4389,4.6,1
39.7702,75.4119,4.3,1
43.2015,77.7514,4.5,1
25.7591,124.9062,4.4,1
39.7238,74.5416,4.4,1
26.4604,94.3715,4.4,1
24.1559,121.7602,4.1,1
33.0798,98.9264,4.6,1
19.4533,101.3558,6.2,2
24.1894,94.6086,4.5,1
38.4699,97.2055,5.0,1
23.9305,121.6075,4.4,1
32.6407,83.4054,4.1,1
22.8271,93.9612,4.3,1
25.3281,127.6444,4.0,1
23.9541,122.3379,4.3,1
24.1313,82.5522,4.6,1
33.0398,90.4011,4.1,1
27.9372,127.7884,4.2,1
30.0036,89.7629,4.7,1
29.8667,95.1399,4.1,1
21.917,94.4673,4.2,1
33.384,90.2627,4.8,1
41.7819,81.5616,4.5,1
26.8062,130.0648,4.7,1
43.8393,87.3922,4.5,1
26.7895,126.4689,4.3,1
26.6343,92.326,4.4,1
29.7656,102.0473,5.5,2
27.8272,127.1416,4.6,1
25.1215,92.205,4.2,1
35.7378,82.4574,4.3,1
38.6604,75.7027,4.2,1
31.9179,104.2275,5.2,1
30.4109,94.7817,4.9,1
39.3941,76.8783,5.5,2
26.8968,126.4522,5.1,2
21.2755,122.3399,4.5,1
24.0249,120.9994,4.4,1
29.3701,129.3632,4.6,1
20.5448,93.6698,4.2,1
28.1941,104.9831,4.5,1
32.0426,130.0628,4.6,1
29.2388,130.4019,4.5,1
37.6841,134.3221,4.4,1
24.6407,121.9723,4.7,2
38.9966,94.7497,4.6,1
25.0735,125.6836,4.6,2
29.1196,130.5748,4.5,1
26.7185,129.6893,4.4,1
37.2462,134.96,4.0,1
27.1847,126.7734,5.3,1
35.5573,82.5463,4.2,1
21.5894,121.9,4.4,1
34.389,87.6878,4.3,1
27.9278,127.9151,4.3,1
24.7973,122.3945,4.3,1
41.1616,114.3966,4.4,1
35.7606,82.3961,4.1,1
24.7534,122.2717,5.1,1
19.7608,95.8596,4.4,1
47.7192,102.7489,4.3,1
38.3522,74.3584,4.1,1
19.0276,121.1895,5.2,2
49.9049,87.9689,4.3,1
17.7404,121.0695,4.1,1
24.5305,94.8553,4.3,1
24.8569,123.2793,4.1,1
24.0191,121.8212,4.5,3
24.4789,102.8855,4.4,1
26.2852,128.9401,4.4,1
24.7959,123.2018,4.1,1
24.6955,122.2506,4.4,1
26.7477,92.4849,4.8,1
23.14,126.1282,4.2,1
30.4664,87.7783,4.8,1
31.1901,130.3759,4.7,1
51.7277,100.3354,4.4,1
25.0197,99.433,4.3,1
34.4724,99.1057,5.1,2
24.8829,122.5583,4.6,1
24.8786,122.5749,4.1,1
20.6417,120.9024,4.7,1
29.7535,101.9485,4.5,1
29.2989,130.4746,4.5,1
18.9526,94.7924,4.4,1
24.1577,121.7152,4.8,1
21.7166,121.9386,4.5,1
23.0917,121.4823,4.5,1
29.4559,130.6225,5.1,1
24.2781,122.4614,5.2,2
23.1346,93.8775,4.5,1
26.7975,126.4999,4.1,1
30.3365,130.7057,4.1,1
28.6786,129.0466,4.4,1
37.0211,96.8814,5.1,2
27.0194,103.0731,4.2,1
21.144,99.9004,4.9,1
26.6095,126.7257,4.9,1
52.0452,105.68,5.2,2
32.2365,101.8926,4.5,1
24.9153,123.2355,4.7,1
17.6631,120.621,4.7,1
23.9282,93.854,4.4,1
32.8295,130.629,4.4,1
31.1035,95.0118,4.2,1
20.2337,121.9361,4.3,1
24.9134,122.6191,4.4,1
53.6955,109.9681,4.3,1
27.5429,103.1328,4.3,1
18.6542,120.3562,5.6,2
24.1737,125.2212,4.7,1
23.8879,122.2949,4.5,1
24.9278,94.9219,4.5,1
26.2497,126.0544,4.2,1
42.1727,78.6241,4.6,1
23.4414,96.1089,5.0,1
26.0883,96.4951,4.8,1
31.6062,131.0932,4.4,1
26.806,126.4458,4.4,1
26.9315,126.2051,4.4,1
51.3354,100.2568,4.4,1
23.2811,93.9006,4.1,1
21.685,121.0944,5.0,2
28.1219,104.9123,4.1,1
29.4988,104.6921,4.4,1
20.054,91.0101,4.5,1
25.947,128.4265,4.8,1
38.4559,73.2962,4.1,1
22.6416,121.4526,4.4,1
33.5055,132.5646,4.9,1
25.1264,121.4648,3.5,4
18.4971,121.2507,4.3,1
25.9299,125.0326,4.1,1
22.644,121.2232,4.1,1
24.3511,122.422,4.0,1
23.9679,122.3232,4.5,1
26.0047,96.8478,4.3,1
21.2782,119.8248,4.4,1
34.9356,92.1552,5.2,2
28.8336,77.3589,3.8,1
52.2277,92.7935,4.2,1
25.9458,128.5527,4.5,1
24.8671,122.4472,4.6,1
26.1377,129.5185,4.9,1
35.6198,74.5363,4.3,1
26.2159,102.3207,4.4,1
22.2215,125.1593,4.5,1
24.9162,123.3679,4.6,1
22.2247,121.5746,4.5,1
28.487,104.8185,4.4,1
37.552,78.4905,4.6,1
23.9298,121.6458,4.4,3
28.1354,103.603,4.9,1
24.7362,121.9827,4.3,1
21.3241,101.766,4.4,1
39.1271,88.6813,4.4,1
26.6187,97.0854,4.8,1
25.8498,128.1607,4.6,1
20.5889,120.9442,4.1,1
28.194,105.0907,4.3,1
24.2541,99.3891,4.4,1
30.488,87.8361,4.1,1
28.3463,104.6388,4.4,1
24.8408,122.5056,4.4,1
22.4706,121.2256,4.4,1
23.4113,125.7219,4.6,1
25.2256,94.8803,5.0,1
19.1732,121.1895,4.5,1
36.061,106.0128,4.2,1
26.1145,129.4796,4.4,1
24.1069,123.6739,4.9,1
35.5965,74.9251,5.1,2
24.0398,102.3396,4.4,1
50.6187,87.262,4.7,1
37.6047,77.9615,4.6,1
25.5726,103.148,4.6,1
27.5464,126.8807,4.5,1
23.0237,121.7202,4.8,1
35.9368,77.9458,4.1,1
24.2039,123.7653,4.6,1
45.859,93.9131,4.9,1
20.0906,121.1066,4.5,1
32.2752,105.2718,4.5,1
34.0161,78.1669,3.8,1
37.7949,101.4389,4.8,1
21.6007,121.3016,4.5,1
45.9723,81.6036,4.0,1
18.2351,95.1077,4.3,1
29.7432,98.7762,5.1,2
22.7907,120.9061,4.3,1
34.8713,132.816,4.6,1
29.3228,81.1433,5.0,2
19.8317,95.9379,4.8,2
21.1504,99.8777,5.9,2
24.2654,123.407,4.6,1
23.9936,94.7501,4.9,1
30.4829,94.83,4.9,1
23.4521,123.2332,5.3,2
26.6959,108.961,4.0,1
23.7219,121.5291,4.9,2
23.2305,96.1055,4.5,1
20.194,121.3288,4.9,2
30.3108,97.0786,4.5,1
24.0673,121.4886,4.1,1
24.4777,122.9369,4.7,1
26.418,95.5047,4.2,1
26.2097,129.5514,4.9,1
25.7154,99.9773,4.1,1
21.9305,121.2921,5.5,2
28.8085,86.5315,4.2,1
28.0619,81.1968,4.9,1
36.7806,76.8247,4.3,1
27.9695,127.8472,4.0,1
28.1269,128.84,4.4,1
34.4808,99.0805,5.5,1
21.8729,120.6148,4.4,1
50.4066,90.7016,4.4,1
19.1097,121.396,4.6,1
28.2824,104.9121,4.2,1
44.6244,109.534,4.5,1
23.1685,121.7486,4.5,1
24.1781,126.6475,4.8,2
29.3154,129.3775,4.4,1
27.5747,104.7599,4.2,1
31.2379,130.3154,4.4,1
43.9223,86.9462,4.1,1
24.8855,122.6358,4.6,1
18.5407,121.7416,4.3,1
26.7384,92.0993,4.0,1
27.8507,85.7193,4.2,1
34.3699,85.1572,4.6,1
24.7382,94.9055,5.6,2
25.6762,96.6433,4.7,1
24.1572,121.7078,6.1,2
23.9208,121.6602,4.7,1
25.3783,94.9456,4.2,1
30.1172,131.3258,4.4,1
26.4403,93.0258,4.6,1
53.8073,88.0929,4.3,1
25.0414,94.8689,4.6,1
29.216,130.5579,4.5,1
30.4062,87.4905,4.3,1
25.0099,95.2338,4.6,1
25.9974,95.9133,4.3,1
26.4448,96.9676,4.9,1
26.6972,126.4198,4.6,1
27.894,86.0386,4.9,1
24.65,124.3565,4.5,1
23.2606,103.344,4.0,1
41.6968,81.3635,4.2,1
41.2102,84.2142,4.6,1
22.0535,121.7776,4.4,1
25.0186,96.3401,4.3,1
27.0095,128.055,4.5,1
24.7068,95.1714,4.5,1
31.9664,92.9084,5.0,1
41.9381,82.304,4.8,1
30.3757,94.8368,4.8,1
28.8591,128.2713,6.6,2
33.0377,130.5567,4.4,1
30.3854,87.8193,4.2,1
33.4769,73.455,3.6,1
26.3632,125.7038,4.2,1
27.3849,128.3883,4.6,1
24.7351,95.0955,4.4,1
32.6427,131.978,4.2,1
24.8495,125.4106,5.3,1
27.1316,86.7827,5.1,1
28.8975,95.861,4.5,1
27.7365,92.8044,4.9,2
24.5706,89.5825,4.4,1
41.1518,83.6077,4.0,1
24.2926,124.4335,4.7,1
24.2648,123.7672,5.2,2
23.4167,121.5519,4.7,1
26.5757,127.1722,4.4,1
27.271,88.7826,4.6,1
29.4436,130.9673,4.7,1
23.9454,99.2463,4.6,1
46.4552,115.2073,4.6,1
30.3418,95.04,4.3,1
23.8991,94.3292,4.4,1
26.0574,128.7383,4.5,1
18.0641,120.5825,4.7,1
27.9741,130.8348,5.4,2
23.3862,94.5614,5.0,1
30.9544,78.2383,4.3,1
37.9774,77.8901,4.6,1
39.6445,132.1629,4.5,1
41.9076,83.6657,4.4,1
28.7156,128.6222,4.9,2
23.1108,121.2811,4.1,1
38.282,75.6017,4.4,1
31.3813,132.4033,4.8,1
24.9778,122.5082,4.1,1
37.452,96.5515,4.1,1
25.1713,122.5941,4.3,1
21.5869,121.1793,4.5,1
23.7875,121.5967,4.8,3
29.9056,80.3449,4.5,1
38.6317,73.7473,4.7,1
26.8647,126.5321,4.3,1
19.2787,121.1935,4.6,1
